Formated Date,Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Daily Summary
30,1,1,-0.4150520222644962,-0.46435862974268227,0.47297573413739785,0.18226989595107218,-0.45972491671442395,-1.0211749733613333,0.0,-0.408556515783545,2
31,1,1,-0.3589678320520907,-0.4300736052823243,0.3586792830538091,0.44648282065426087,-0.3743532173010241,-0.5090512320605304,0.0,-0.4508512148591327,2
32,1,1,-0.1433038841219126,-0.20850023824747488,0.07293815534483787,0.5967215425443094,-0.27949577350835764,0.025338758862046205,0.0,-0.44145239284233095,2
33,1,1,0.10126944020641203,0.18654511822112513,-0.26995119790592836,0.8997893091156148,-0.3743532173010241,0.025338758862046205,0.0,-0.44027754009023246,2
34,1,1,0.4001923921632544,0.4511026950271702,-0.8985816788656659,1.2080377212693352,-0.3648674729217575,0.025338758862046205,0.0,-0.47434826990111695,2
35,1,1,0.6355147160441722,0.6593714257042689,-1.4129157087418145,2.0498926284118486,-0.19412407409495783,0.025338758862046205,0.0,-0.4872716501742143,2
36,1,1,0.8072364118491655,0.8113513102524214,-1.7558050619925805,2.228624901005182,-0.19412407409495783,0.025338758862046205,0.0,-0.5824347230942899,2
37,1,1,0.9153574795782362,0.9070423486716291,-2.0986944152433464,2.6382196923649053,-0.18463832971569116,0.025338758862046205,0.0,-0.6787726487664508,2
38,1,1,1.0200094221395293,0.9996630863928946,-2.0986944152433464,2.6382196923649053,-0.023380675268158166,0.12776350712220685,0.0,-0.7704111634302174,2
39,1,1,1.0338859228106396,1.0119442891846642,-2.2701390918687294,2.518741053620448,-0.09926663030229135,0.025338758862046205,0.0,-0.8784976166233904,2
40,1,1,0.9228739174417542,0.9136946668505043,-2.0986944152433464,2.4565733066314634,-0.26052428474982436,0.025338758862046205,0.0,-0.9595624565182568,2
41,1,1,0.9332812929450877,0.9229055689443322,-2.3272873174105237,1.2986990189616057,-0.270010029129091,0.12776350712220685,0.0,-1.0265290633879407,2
42,1,1,0.910731979354533,0.9029486144077061,-1.9272497386179637,2.1535055400601584,-0.27949577350835764,0.025338758862046205,0.0,-1.0852717009929214,2
43,1,1,0.6817697182812079,0.7003087683435023,-1.5272121598254034,1.6095377539065334,-0.3743532173010241,0.3637857531130119,0.0,-1.1322658110769033,2
44,1,1,0.500797022028806,0.5401414152675019,-1.3557674832000202,1.827124868367983,-0.3838389616802908,0.025338758862046205,0.0,-1.1616371298793935,2
45,1,1,0.39267595429973556,0.4444503768482943,-1.2414710321164315,1.8245345455767756,-0.2889815178876243,0.025338758862046205,0.0,-1.1569377188709993,2
46,2,1,0.33023170127973805,0.38918496428532984,-1.070026355491049,1.604357108324118,-0.2889815178876243,1.6418684814028421,0.0,-1.1921833014339824,2
47,2,1,0.3128860754408493,0.37383346079561697,-1.0128781299492546,1.0396667398408321,-0.20360981847422446,1.4013929854876819,0.0,-1.1874838904255882,2
48,2,1,0.2625837605080733,0.3293141006754509,-0.9557299044074602,1.135508683115518,-0.27949577350835764,1.6418684814028421,0.0,-1.2497510862868646,3
49,2,1,0.21170325804733428,0.2842830237722944,-0.7842852277820771,0.6951538086102034,-0.27949577350835764,1.6418684814028421,0.0,-1.2614996138078634,3
50,2,1,-0.27223970285764915,-0.4357024898952189,0.5872721852209866,1.9307377800162926,-1.4936710540544886,-0.8831242257063343,0.0,-1.5152678082613762,3
51,2,1,8.662281289720612e-05,0.09699468119780277,0.3586792830538091,0.20817312386314946,-0.35538172854249084,1.6418684814028421,0.0,-1.2908709326103538,3
52,2,1,-0.0068516275226580894,0.09085407980191781,0.7015686363045753,0.18745054153348756,-0.0897808859230247,0.003072509240272468,0.0,-1.3237668096691397,3
53,2,1,-0.05773212998339711,0.0458230028987613,1.044457989555341,0.0579344019731009,-0.270010029129091,-0.8831242257063343,0.0,-1.3402147481985327,3
54,1,1,-0.014368065386176418,0.08420176162304237,0.9301615384717529,0.3169666810938742,-0.4692106610936906,-1.0835204723023006,0.0,-1.369586067001023,3
55,1,1,-0.014368065386176418,0.08420176162304237,0.9301615384717529,-0.13374948457627167,-0.8201832031265566,0.25245450500414174,0.0,-1.3989573858035134,3
56,0,1,0.0954875649267828,0.18142795039122117,0.30153105751201476,-0.022365604554338905,-0.7253257593338901,0.21682850560930328,0.0,-1.4130556188287093,3
57,0,1,0.15677544289085496,0.23566992938820527,0.13008638088663224,0.6096731565003483,-0.5735538492656237,0.2569077549284965,0.0,-1.4530006124000998,3
58,0,1,0.26952201084362876,0.33545470207133604,0.41582750859560347,-0.15188174411472558,-0.2889815178876243,0.2569077549284965,0.0,-1.4295035573581023,3
59,0,1,0.5135171476439909,0.5513991844932912,-0.21280297236413398,-1.511801209498786,0.1663342123171748,0.239094755231077,0.0,-1.4130556188287093,3
60,1,1,0.05530353173335861,0.6742112124109906,-0.5556923256148996,-1.5066205639163708,-0.3458959841632242,0.27917400455027025,0.0,-1.4518257596480013,3
61,1,1,0.6384056536839866,0.6619300096192208,-0.5556923256148996,-0.9937366512572393,-1.7592718966739547,0.2658142547772065,0.0,-1.5035192807403774,3
62,1,1,0.6360929035721349,0.6598831424872591,-0.32709942344772275,-0.3565172446201365,1.4374239591389055,0.32815975371817346,0.0,-1.5152678082613762,3
63,1,1,0.6199036527891725,0.6455550725635275,-0.15565474682233962,0.8920183407419912,-1.6549287085020217,0.2658142547772065,0.0,-1.5681361821058641,3
64,1,1,0.4562765823756595,0.50073922297724,0.244382831970221,2.1975410275106895,1.5038241697937722,0.2747207546259155,0.0,-1.639802199983942,3
65,2,1,0.24234719702937027,0.31140401327078643,0.7587168618463698,1.7571861530053743,1.2477090715535726,-0.62928898001811,0.0,-1.6351027889755345,3
66,3,1,-0.035182816392842306,0.06577995743538749,0.5301239596791922,1.9877248814228632,1.1528516277609062,-1.9006918334214071,0.0,-1.5728355931142584,3
67,3,1,-0.25489407701876055,-0.4515657101679219,1.2730508917225185,2.6382196923649053,1.4184524703803723,-1.9006918334214071,0.0,-1.5281911885344734,3
68,2,1,-0.23812663870783535,-0.40704635004775597,0.9301615384717529,2.1198313437744574,1.427938214759639,-1.6802559621658446,0.0,-1.5446391270638664,3
69,2,1,-0.31733833003875894,-0.5150185912587334,1.1016062150971353,2.474705566169917,1.3330807709669725,-1.493219465342943,0.0,-1.5317157467907692,3
70,2,1,-0.3705315826113493,-0.5963815597542091,1.1016062150971353,2.6382196923649053,1.4184524703803723,-1.5065792151160076,0.0,-1.510568397252982,3
71,2,1,-0.36243695721986857,-0.5109248569948102,1.1016062150971353,1.4877925827197702,1.4184524703803723,-1.1636789709406872,0.0,-1.5211420720218822,3
72,3,1,-0.31733833003875894,-0.4720343814875384,1.1016062150971353,1.6742958236867267,1.4374239591389055,-1.8761989588374564,0.0,-1.5505133908243727,4
73,3,1,-0.31965108015061056,-0.5365106961443309,0.9301615384717529,2.6382196923649053,-1.616985730984955,-1.8494794592913277,0.0,-1.5399397160554722,4
74,1,1,-0.40984833451282987,-0.3696910248894554,0.30153105751201476,-0.5300688716310548,0.8303363188658401,1.1520109897238129,0.0,-1.2920457853624523,4
75,2,1,-0.3751570828350533,-0.475104682185481,0.9301615384717529,0.7832247835112663,-1.7118431747776215,-1.0434412229831074,0.0,-1.6092560284293533,4
76,2,1,-0.4815435879802345,-0.6982131995693018,0.9301615384717529,2.4125378191809315,-1.7972148741910212,-1.0434412229831074,0.0,-1.6820968990595297,4
77,2,1,-0.47518352517264223,-0.6424360702233468,0.9301615384717529,1.575863557620833,1.5227956585523055,-1.030081473210043,0.0,-1.6609495495217292,4
78,2,1,-0.5370495906646772,-0.787251919809634,0.9301615384717529,2.6382196923649053,1.5133099141730388,-0.5313174816823043,0.0,-1.695020279332614,4
79,2,1,-0.5393623407765289,-0.7887870701586054,0.9301615384717529,2.6382196923649053,1.5038241697937722,-0.9810957240421402,0.0,-1.6492010220007305,4
80,4,1,0.05530353173335861,-0.8015799897333657,0.9301615384717529,2.6382196923649053,1.5133099141730388,0.18120250621446482,0.0,-1.6327530834713375,4
81,4,1,-0.4283503354076435,-0.6915608813904264,0.18723460642842663,2.6382196923649053,1.5133099141730388,0.3637857531130119,0.0,-1.6139554394377473,4
82,2,1,-0.42083389754412565,-0.6414126366573658,0.5301239596791922,2.6382196923649053,1.4184524703803723,0.3815987528104309,0.0,-1.623354261454549,4
83,1,1,-0.38325170822653426,-0.6127564968099025,0.41582750859560347,2.6382196923649053,1.4184524703803723,0.18120250621446482,0.0,-1.617479997694043,4
84,1,1,-0.24448670151542762,-0.4638469129596919,0.0157899298030435,2.6382196923649053,1.5038241697937722,0.3815987528104309,0.0,-1.5892835316436513,4
85,1,1,-0.13405288367450555,-0.3272185319012511,-0.32709942344772275,2.6382196923649053,1.4184524703803723,0.3815987528104309,0.0,-1.5834092678831586,4
86,1,1,-0.14156932153802407,-0.3359177172120882,-0.32709942344772275,2.6382196923649053,1.4089667260011056,0.32815975371817346,0.0,-1.6104308811814518,4
87,1,1,-0.018993565609879765,0.08010802735911922,-0.32709942344772275,2.518741053620448,1.238223327174306,0.3815987528104309,0.0,-1.6527255802570395,4
88,2,1,-0.1178636328915432,-0.007395542532241816,-0.04135829573875087,2.4617539522138783,1.1528516277609062,0.3815987528104309,0.0,-1.6445016109923363,4
89,2,1,-0.021884503249694747,0.07754944344416691,-0.612840551156694,1.8297151911591916,1.1528516277609062,0.025338758862046205,0.0,-1.6092560284293533,4
90,2,1,-0.06235763020710064,0.041729268634838,-0.38424764898951713,1.2572538543022818,1.1433658833816396,1.3880332357146175,0.0,-1.6445016109923363,4
91,2,1,-0.1248018832270983,-0.013536143928126609,-0.38424764898951713,0.8298505937530055,1.3141092822084393,0.025338758862046205,0.0,-1.598682353660453,4
92,1,1,-0.14041294648209798,-0.22845719278410107,-0.612840551156694,0.9153312458628606,1.5038241697937722,0.3148000039451087,0.0,-1.4706234036815913,4
93,2,1,-0.2554722645467238,-0.3113553116285481,-0.32709942344772275,0.3739537825004445,-1.6074999866056883,0.025338758862046205,0.0,-1.4224544408455109,4
94,1,1,-0.35607689441227575,-0.44133137450811377,-0.26995119790592836,0.6200344476651799,-1.5316140315715552,1.6418684814028421,0.0,-1.3660615087447274,4
95,2,1,-0.3531859567724611,-0.37531990950235,-0.26995119790592836,-0.037907541301585385,-1.6928716860190882,1.414752735260747,0.0,-1.3437393064548417,4
96,1,1,-0.40927014698486663,-0.3671324409745035,-0.09850652128054524,-0.5430204855870936,1.2951377934499058,1.655228231175906,0.0,-1.283821816097749,5
97,2,1,-0.41678658484838504,-0.38606596194514875,-0.09850652128054524,-0.470491447433277,1.133880139002373,1.655228231175906,0.0,-1.248576233534766,5
98,0,1,-0.6046975314363416,-0.4382610738101712,0.644420410762781,-1.0170495563781088,0.03353379100744172,0.025338758862046205,0.0,-0.6775977960143522,5
99,2,1,-0.4214120850720884,-0.5201357590886376,-0.04135829573875087,0.7132860681486576,0.7923933413487735,1.6418684814028421,0.0,-1.2591499083036664,5
100,2,1,-0.4746053376446794,-0.6480649548362414,-0.38424764898951713,1.6872474376427655,1.048508439588973,1.6418684814028421,0.0,-1.270898435824665,5
101,2,1,-0.5243294650494924,-0.691049164607436,-0.21280297236413398,1.4903829055109776,1.133880139002373,1.4013929854876819,0.0,-1.2462265280305689,5
102,2,1,-0.5347368405528254,-0.6813265457306183,-0.04135829573875087,1.189905461730881,1.048508439588973,0.025338758862046205,0.0,-1.213330650971783,5
103,2,1,-0.5347368405528254,-0.7145881366249952,-0.04135829573875087,1.6691151781043114,1.048508439588973,0.025338758862046205,0.0,-1.176910215656688,5
104,2,1,-0.5283767777452331,-0.6700687765048292,-0.04135829573875087,1.1277377147418952,1.1149086502438394,0.025338758862046205,0.0,-1.107593903282807,5
105,2,1,-0.4190993349602367,-0.5861472240944011,-0.32709942344772275,1.6846571148515577,1.2287375827950393,0.025338758862046205,0.0,-1.0723483207198239,5
106,2,1,-0.41216108462468154,-0.5482801821531104,-0.21280297236413398,1.2235796580165814,1.3141092822084393,0.025338758862046205,0.0,-1.0053817138501402,5
107,2,1,-0.4000191465374597,-0.49557335350509757,-0.26995119790592836,0.7029247769838265,1.2192518384157727,0.025338758862046205,0.0,-0.9360654014762726,5
108,2,1,-0.34220039374116534,-0.3799253605492639,-0.38424764898951713,0.11492150337967086,1.2477090715535726,0.04315175855946569,0.0,-0.9137431991863735,5
109,2,1,-0.3346839558776468,-0.24073839557587107,-0.38424764898951713,-0.8331366382023597,1.5133099141730388,0.04315175855946569,0.0,-0.8937707024006849,5
110,2,1,-0.2259847006206135,-0.1030865809514493,-0.6699887766984883,-1.2320463480483508,1.5038241697937722,0.038698508635110936,0.0,-0.9113934936821764,5
111,2,1,-0.22887563826042828,-0.10564516486640145,-0.8414334533238714,-1.563607665322941,0.5078210099707741,0.025338758862046205,0.0,-0.9395899597325682,5
112,2,1,-0.22887563826042828,-0.10564516486640145,-0.6699887766984883,-1.092168917323133,-0.11823811906082464,0.3637857531130119,0.0,-0.9419396652367653,5
113,2,1,-0.2149991375893177,-0.09336396207463153,-0.6699887766984883,-1.131023759191249,-0.18463832971569116,0.3148000039451087,0.0,-0.9337156959720755,5
114,2,1,-0.2265628881485769,-0.2525078815846505,-0.38424764898951713,0.0682956931379317,-0.1656668409571579,0.025338758862046205,0.0,-0.9278414322115693,5
115,2,1,-0.3398876436293137,-0.3118670284115388,-0.09850652128054524,-0.4342269283563688,-0.1656668409571579,0.025338758862046205,0.0,-0.8937707024006849,5
116,2,1,-0.33063664318190633,-0.346663769654887,-0.09850652128054524,-0.08453335154332454,-0.3743532173010241,0.025338758862046205,0.0,-0.8326783592915071,5
117,2,1,-0.34913864407672046,-0.37480819271935967,0.30153105751201476,-0.006823667807092426,-0.4502391723351573,0.025338758862046205,0.0,-0.7845093964554133,5
118,2,1,-0.40984833451282987,-0.49659678707107857,0.3586792830538091,0.5863602513794787,-0.45972491671442395,0.5775417494820427,0.0,-0.7504386666445289,5
119,1,1,-0.4069573968730148,-0.4618000458277303,0.41582750859560347,0.24184732014884983,-0.45972491671442395,1.1831837391942976,0.0,-0.7081439675689412,5
120,1,1,-0.4815435879802345,-0.5605613849448804,0.47297573413739785,0.4309408839070144,-0.4502391723351573,1.3880332357146175,0.0,-0.6787726487664508,2
121,0,1,-0.5393623407765289,-0.6250376996016725,0.644420410762781,0.45943443461029965,-0.5640681048863571,1.3880332357146175,0.0,-0.617680305657273,2
122,0,1,-0.30288364183968536,-0.17114491308917482,0.644420410762781,-1.504030241125163,1.6081673579657052,1.414752735260747,0.0,-0.31104373735927227,2
123,1,1,-0.631294157722637,-0.5605613849448804,0.8158650873881641,-0.7243430809716349,-0.22258130723275776,0.025338758862046205,0.0,-0.5530634042917996,2
124,1,1,-0.7833574775768909,-0.7028186506162158,0.9873097640135465,-0.7787398595869973,-0.42178193919735735,0.025338758862046205,0.0,-0.5413148767708008,2
125,1,1,-0.6654072218724505,-0.5979167101031805,0.9301615384717529,-0.7113914670155961,-0.18463832971569116,-1.096880222075365,0.0,-0.5342657602581962,2
126,3,1,0.05530353173335861,-0.4592414619127781,0.8730133129299584,-0.8486785749496062,-0.10875237468155799,-1.9006918334214071,0.0,-0.5401400240187022,2
127,2,1,-0.519703964825789,-0.5119482905607908,0.8730133129299584,-0.34097530787289015,0.31810612238544117,-0.7406202281269801,0.0,-0.49197106118262185,2
128,1,1,-0.3595460195800535,-0.38146051089823524,0.5872721852209866,-0.045678509675208485,0.47936377683297415,0.21682850560930328,0.0,-0.38740916624574445,2
129,1,1,-0.1248018832270983,-0.013536143928126609,-0.04135829573875087,-0.056039800840039566,0.3939920774195743,0.3637857531130119,0.0,-0.3909337245020535,2
130,1,1,0.09895669009456044,0.18449825108916365,-0.612840551156694,0.7158763909398653,0.3845063330403077,0.025338758862046205,0.0,-0.392108577254152,2
131,1,1,0.15099356761122534,0.23055276155830098,-0.7842852277820771,1.6561635641482726,0.23273442297204133,0.3148000039451087,0.0,-0.375660638724759,2
132,0,1,0.27935119881899867,0.344153887382173,-1.070026355491049,2.179408767972235,0.3086203780061745,0.3815987528104309,0.0,-0.41443077954403773,2
133,0,1,0.4001923921632544,0.4511026950271702,-1.0128781299492546,1.9721829446756165,0.4888495212122408,0.3815987528104309,0.0,-0.4508512148591327,2
134,1,1,0.4059742674428837,0.45621986285707417,-1.5272121598254034,0.752140910016774,0.4319350549366409,0.4305845019783341,0.0,-0.4614248896280196,2
135,0,1,0.5129389601160279,0.5508874677103007,-1.8701015130761693,0.7158763909398653,0.4603922880744409,0.3815987528104309,0.0,-0.5471891405312935,2
136,0,1,0.5204553979795462,0.5575397858891762,-1.2414710321164315,0.752140910016774,0.20427718983424137,0.3815987528104309,0.0,-0.62003001116147,2
137,0,1,0.5250808982032494,0.5616335201530991,-1.5272121598254034,1.5370087157527168,0.29913463362690784,0.4305845019783341,0.0,-0.6599750047328607,2
138,0,1,0.5048443347245466,0.5437234327484347,-1.1843228065746372,0.7702731695552284,0.24222016735130797,0.34151950349123816,0.0,-0.6599750047328607,2
139,0,1,0.17759019389752084,0.2540917335758601,-0.49854410007310523,0.31178603551145884,0.3275918667647078,0.3815987528104309,0.0,-0.62003001116147,2
140,1,1,0.2706783858995547,0.3364781356373169,-0.7271370022402828,0.24443764294005751,0.3939920774195743,0.4305845019783341,0.0,-0.5377903185145052,2
141,1,1,0.1590881930027069,0.23771679652016708,-0.44139587453131146,0.6770215490717493,1.5986816135864386,0.04315175855946569,0.0,-0.4214798960566424,2
142,1,1,0.09375300234289406,0.17989280004225,-0.26995119790592836,0.19522150990711096,-1.7213289191568881,1.655228231175906,0.0,-0.36508696395585877,2
143,1,1,-0.05946669256728621,0.04428785254978982,0.244382831970221,-0.6854882391035189,-1.237555955814289,1.414752735260747,0.0,-0.36273725845166166,2
144,1,1,-0.08375056874172956,0.022795747664192633,0.3586792830538091,-1.190601183389027,-1.1996129782972225,1.655228231175906,0.0,-0.38153490248525174,2
145,1,1,-0.148507571873579,-0.06726640614212072,0.18723460642842663,-0.7606076000485432,-1.1806414895386892,1.655228231175906,0.0,-0.287546682317288,2
146,1,1,-0.023040878305620262,0.07652600987818642,-0.15565474682233962,0.21594409223677283,-0.4122961948180907,1.4013929854876819,0.0,-0.2699238910357831,2
147,1,1,-0.4277721478796808,-0.28167573821510417,0.9301615384717529,-1.0274108475429398,1.0959371614853062,1.3880332357146175,0.0,-0.18415964013252256,2
148,1,1,-0.37746983294690484,-0.41932755283952605,0.7015686363045753,0.13305376291812504,1.3046235378291726,1.3880332357146175,0.0,-0.16888655435522812,2
149,1,1,-0.3768916454189422,-0.33028883259919367,0.5301239596791922,-0.5663333907079631,1.2287375827950393,0.025338758862046205,0.0,-0.09957024198134717,2
150,1,1,-0.43760133585505095,-0.4919913360241646,0.5301239596791922,0.21853441502798024,0.7734218525902402,0.025338758862046205,0.0,-0.07372348143515248,2
151,0,1,-0.275708828025427,-0.29088664030893163,0.41582750859560347,-0.061220446422454965,1.020051206451173,0.025338758862046205,0.0,0.029663560749612985,2
152,0,1,-0.16643138524043044,-0.2591601997635261,0.41582750859560347,0.9515957649397694,0.9441652514170399,0.025338758862046205,0.0,0.1459739832074758,2
153,0,1,0.08912750211919035,0.17579906577832655,-0.26995119790592836,0.5034699220608311,1.1433658833816396,0.025338758862046205,0.0,0.21529029558135673,2
154,0,1,0.1590881930027069,0.23771679652016708,-0.32709942344772275,0.5034699220608311,1.0579941839682396,0.3637857531130119,0.0,0.29518028272412455,2
155,0,1,0.26663107320381396,0.3328961181563839,-0.6699887766984883,-0.05863012363124726,1.1149086502438394,0.4305845019783341,0.0,0.34217439280810646,2
156,0,1,0.4961715218051025,0.5360476810035786,-1.641508610908992,0.19263118711590324,1.1149086502438394,0.3815987528104309,0.0,0.30575395749302486,2
157,0,1,0.6118090273976912,0.6383910376016616,-1.6986568364507864,0.4283505611158067,1.1243943946231063,0.3815987528104309,0.0,0.2810820496989287,2
158,0,1,0.6135435899815802,0.639926187950633,-1.9272497386179637,0.09160859825880127,0.8493078076243734,0.4305845019783341,0.0,0.275207785938436,2
159,1,1,0.6794569681693557,0.6982619012115403,-2.0986944152433464,-0.3357946622904746,0.7829075969695068,0.3637857531130119,0.0,0.2000172098040623,2
160,1,1,0.6794569681693557,0.6982619012115403,-2.2701390918687294,-1.1983721517626502,1.5322814029315721,0.3637857531130119,0.0,0.10485413688398665,2
161,1,1,0.6823479058091706,0.7008204851264924,-1.9272497386179637,0.1563666680389946,-0.13720960781935793,0.12776350712220685,0.0,0.05668517404790623,2
162,1,1,0.5106262100041757,0.5488406005783387,-1.4129157087418145,-0.1363398073674794,-0.1656668409571579,0.025338758862046205,0.0,-0.014980843830171795,2
163,1,1,0.29149313690622075,0.3548999398249719,0.244382831970221,-0.1415204529498945,-0.27949577350835764,0.025338758862046205,0.0,-0.05140127914526676,2
164,1,1,0.1914666945686316,0.2663729363676302,-0.5556923256148996,-0.1233881934114406,-0.4881821498522239,0.025338758862046205,0.0,-0.07254862868305392,2
165,1,1,0.10820769054196751,0.19268571961701025,-0.26995119790592836,-0.09489464270815562,-0.45972491671442395,0.025338758862046205,0.0,-0.04905157364105631,2
166,2,1,0.1590881930027069,0.23771679652016708,-0.612840551156694,0.1667279592038257,-0.45972491671442395,1.6418684814028421,0.0,-0.0408276043763665,2
167,2,1,0.15388450525103997,0.23311134547325296,-0.5556923256148996,0.5371441183465315,-0.3838389616802908,1.4013929854876819,0.0,-0.07489833418725102,2
168,2,1,0.10589494043011574,0.1906388524850486,-0.44139587453131146,0.6588892895332951,-0.3648674729217575,1.6418684814028421,0.0,-0.1406900883048363,2
169,2,1,0.048076187633821425,0.13946717418600713,-0.32709942344772275,0.20558280107194174,-0.29846726226689096,1.6418684814028421,0.0,-0.1594877323384264,2
170,0,1,-0.043855629312286336,0.05810420569053138,0.5301239596791922,-0.13893013015868708,0.6595929200390405,1.1831837391942976,0.0,-0.5718610483253896,2
171,2,1,0.09895669009456044,0.18449825108916365,-1.0128781299492546,0.6640699351157113,-0.45972491671442395,1.6418684814028421,0.0,-0.3768354914768576,2
172,2,1,0.09895669009456044,0.14637535075637784,-0.9557299044074602,0.6847925174453732,-0.3648674729217575,1.6418684814028421,0.0,-0.44027754009023246,2
173,2,1,0.04576343752196966,0.13742030705404548,-0.49854410007310523,0.6096731565003483,-0.35538172854249084,1.4013929854876819,0.0,-0.4755231226532155,2
174,2,1,-0.004538877410806324,0.09290094693387947,0.0157899298030435,0.6381667072036332,-0.5450966161278238,0.025338758862046205,0.0,-0.513118410720409,2
175,1,1,-0.012055315274324654,0.08624862875500401,0.0157899298030435,0.8764764039947449,-0.3743532173010241,0.025338758862046205,0.0,-0.5554131097959967,2
176,1,1,0.019744998763637396,0.11439305181947698,0.244382831970221,0.6174441248739713,-0.25103854037055773,0.12776350712220685,0.0,-0.5213423799851121,2
